index,answer
index_0, 18.37690612921868
index_1, 26.97047473254689
index_2, 17.719461179261067
index_3, 17.90125914948156
index_4, 26.080918252167358
index_5, 27.37356365456631
index_6, 15.108027672051088
index_7, 20.956348126288635
index_8, 34.74459198479661
index_9, 12.836839589197837
index_10, 22.941221187300123
index_11, 23.38598923714267
index_12, 30.958490266300693
index_13, 23.9385686336776
index_14, 14.803964174442513
index_15, 49.14799765288775
index_16, 34.688418030105524
index_17, 8.01319111539535
index_18, 10.591965222233267
index_19, 15.267087387213996
index_20, 31.17246464056788
index_21, 11.584632669015761
index_22, 5.755463883745808
index_23, 15.684069598608726
index_24, 20.373453317349686
index_25, 23.06095933452733
index_26, 15.577291358387837
index_27, 34.618510458149075
index_28, 22.68607594030918
index_29, 16.79902338128995
index_30, 9.91728319911145
index_31, 13.799011151874288
index_32, 25.569944618855384
index_33, 6.162511155939455
index_34, 7.236188299123686
index_35, 11.546007332404262
index_36, 10.474540315403136
index_37, 20.468355482893006
index_38, 15.05515525127687
index_39, 4.4975668078635245
index_40, 6.461193411414174
index_41, 9.493820901812082
index_42, 12.278106527830323
index_43, 11.247430715883219
index_44, 11.27322441637436
index_45, 10.604321362193966
index_46, 7.023024041103804
index_47, 5.842379843154756
index_48, 7.70157937371023
index_49, 8.2936670259626
index_50, 2.5721149794590223
index_51, 3.5160941512127746
index_52, 6.381485643981149
index_53, 3.7037042608252
index_54, 7.616137205605959
index_55, 3.149310227174616
index_56, 5.7011752188388485
index_57, 3.4636684860570073
index_58, 7.041559145651632
index_59, 12.194863779646068
index_60, 12.55454166810555
index_61, 7.14960638035531
index_62, 9.259453643875334
index_63, 3.8724051241940987
index_64, 9.721321461239187
index_65, 12.236559598270071
index_66, 7.308822856199379
index_67, 13.115379939188152
index_68, 9.760118850305794
index_69, 6.432684303147356
index_70, 5.340156168903634
index_71, 15.131558493228841
index_72, 16.317671281930586
index_73, 7.083458808997131
index_74, 6.438203368244357
index_75, 7.474015648370122
index_76, 11.318139118903652
index_77, 11.496492948207484
index_78, 17.272858382534505
index_79, 21.590102000594293
index_80, 30.056208812138856
index_81, 18.7743030208545
index_82, 20.00134128814075
index_83, 13.848852088268877
index_84, 12.949499043120687
index_85, 7.938833732141191
index_86, 10.371999394479847
index_87, 14.022177670581735
index_88, 13.442129996201073
index_89, 9.819274758973826
index_90, 16.726140890709903
index_91, 17.735954669621446
index_92, 8.063023351372989
index_93, 4.858471358629776
index_94, 13.231280978166033
index_95, 4.606947482236048
index_96, 10.434194039829002
index_97, 6.09419844013153
index_98, 10.28480777654287
index_99, 10.724811949857889
index_100, 10.785709152212704
index_101, 10.69717183902626
index_102, 11.600443971956752
index_103, 16.717780337738198
index_104, 10.50235218966722
index_105, 13.926365046893665
index_106, 13.612768734634246
index_107, 6.800870016685705
index_108, 7.614502255665192
index_109, 14.817449545496766
index_110, 6.314442573785142
index_111, 10.866647128518139
index_112, 7.739670902151994
index_113, 36.395173405270675
index_114, 5.350655691829283
index_115, 16.424070230395383
index_116, 17.521178180866197
index_117, 18.017337651906836
index_118, 6.924088346142899
index_119, 11.928034017512386
index_120, 7.803756945674275
index_121, 17.084560386317875
index_122, 23.503020765819382
index_123, 18.72169291186266
index_124, 45.925947808623455
index_125, 14.309248766604114
index_126, 12.999250467912972
index_127, 19.34965808073532
index_128, 34.06692380919415
index_129, 14.943120542067893
index_130, 11.965566525079097
index_131, 10.677958860372115
index_132, 15.738122334704181
index_133, 30.106782768509483
index_134, 36.66512908134134
index_135, 38.68372651233301
index_136, 16.543539445565372
index_137, 18.153098033933286
index_138, 24.43569407767525
index_139, 36.967809970741904
index_140, 9.5354721547984
index_141, 10.4989570073756
index_142, 24.60247969414731
index_143, 32.28888945790055
index_144, 13.748532567055088
index_145, 21.08560091357089
index_146, 14.005242603710737
index_147, 27.66716886928428
index_148, 22.145312698857904
index_149, 32.522517508812555
index_150, 37.83518425076858
index_151, 17.39037725147171
index_152, 27.40745890920285
index_153, 15.061331564613141
index_154, 6.1631609861971715
index_155, 16.621022121226304
index_156, 6.561323206091615
index_157, 13.36182138395738
index_158, 5.701063212840188
index_159, 12.605296989630672
index_160, 16.369006939381606
index_161, 3.2119904767822653
index_162, 4.993768917715926
index_163, 22.44586349150215
index_164, 8.163075974476934
index_165, 12.125457772823268
index_166, 13.1655497868447
index_167, 9.564868447824061
index_168, 5.935099105731755
index_169, 7.161930247810387
index_170, 7.075834774602001
index_171, 7.135339698936953
index_172, 2.5464403747712705
index_173, 2.166723666315966
index_174, 5.705361599154408
index_175, 4.5591360740090625
index_176, 9.053003220613064
index_177, 7.64313845610868
index_178, 9.027107699732293
index_179, 5.340384376534534
index_180, 8.276689244559398
index_181, 6.93228903813281
index_182, 5.864957925699569
index_183, 5.054640739221242
index_184, 6.660885645027584
index_185, 9.190190345025714
index_186, 9.328798554260539
index_187, 14.947191541915325
index_188, 14.023339028483823
index_189, 13.078686754053487
index_190, 18.81872757624633
index_191, 11.523263687506883
index_192, 8.749301240861495
index_193, 7.341448232201218
index_194, 11.244522771565043
